timestamp,sensor0,anomaly
2023-03-01 00:00:00,94.58646055660914,0.0
2023-03-01 00:10:00,111.44666411378891,0.0
2023-03-01 00:20:00,112.74926788339506,0.0
2023-03-01 00:30:00,104.8712976908355,0.0
2023-03-01 00:40:00,103.91497689553812,0.0
2023-03-01 00:50:00,77.67797147200571,0.0
2023-03-01 01:00:00,116.82028256759898,0.0
2023-03-01 01:10:00,94.41633443251071,0.0
2023-03-01 01:20:00,86.72693318719124,0.0
2023-03-01 01:30:00,83.23314650040096,0.0
2023-03-01 01:40:00,96.40025162843511,0.0
2023-03-01 01:50:00,107.29051330821535,0.0
2023-03-01 02:00:00,100.5165914975913,0.0
2023-03-01 02:10:00,105.8661588937291,0.0
2023-03-01 02:20:00,90.20989764331473,0.0
2023-03-01 02:30:00,126.75823930112902,0.0
2023-03-01 02:40:00,90.37196885139386,0.0
2023-03-01 02:50:00,104.29952417675953,0.0
2023-03-01 03:00:00,113.26398384905066,0.0
2023-03-01 03:10:00,96.73921037719711,0.0
2023-03-01 03:20:00,98.28083485198417,0.0
2023-03-01 03:30:00,110.48437643435636,0.0
2023-03-01 03:40:00,111.65905867057737,0.0
2023-03-01 03:50:00,93.97198551522473,0.0
2023-03-01 04:00:00,105.55435444739396,0.0
2023-03-01 04:10:00,101.13182299378363,0.0
2023-03-01 04:20:00,85.97749188922026,0.0
2023-03-01 04:30:00,125.72866875153709,0.0
2023-03-01 04:40:00,95.47587525924878,0.0
2023-03-01 04:50:00,105.43760004783483,0.0
2023-03-01 05:00:00,101.79260215318757,0.0
2023-03-01 05:10:00,97.62626877420097,0.0
2023-03-01 05:20:00,102.68372496066966,0.0
2023-03-01 05:30:00,91.45548255258021,0.0
2023-03-01 05:40:00,91.23872321927257,0.0
2023-03-01 05:50:00,92.0004209238632,0.0
2023-03-01 06:00:00,114.5198031429035,0.0
2023-03-01 06:10:00,100.21466504373942,0.0
2023-03-01 06:20:00,91.7509958036782,0.0
2023-03-01 06:30:00,98.11172744396615,0.0
2023-03-01 06:40:00,80.78076090002287,0.0
2023-03-01 06:50:00,104.2298742015709,0.0
2023-03-01 07:00:00,103.32327635136147,0.0
2023-03-01 07:10:00,107.41304852438299,0.0
2023-03-01 07:20:00,67.72435727249129,0.0
2023-03-01 07:30:00,102.09628147843463,0.0
2023-03-01 07:40:00,121.50299853398505,0.0
2023-03-01 07:50:00,100.52533860709033,0.0
2023-03-01 08:00:00,83.40861407015151,0.0
2023-03-01 08:10:00,115.67558105153756,0.0
2023-03-01 08:20:00,110.54904145416427,0.0
2023-03-01 08:30:00,79.51741414940712,0.0
2023-03-01 08:40:00,94.99599045443239,0.0
2023-03-01 08:50:00,87.06136673780136,0.0
2023-03-01 09:00:00,107.74510559416052,0.0
2023-03-01 09:10:00,90.84316826469815,0.0
2023-03-01 09:20:00,167.6468866461928,1.0
2023-03-01 09:30:00,103.61681154579085,0.0
2023-03-01 09:40:00,120.74815277281408,0.0
2023-03-01 09:50:00,95.77817431896266,0.0
2023-03-01 10:00:00,87.76390934717537,0.0
2023-03-01 10:10:00,97.89666456173288,0.0
2023-03-01 10:20:00,91.29670322720557,0.0
2023-03-01 10:30:00,94.81966576007679,0.0
2023-03-01 10:40:00,91.66056476152602,0.0
2023-03-01 10:50:00,96.24776913222998,0.0
2023-03-01 11:00:00,100.56749420067608,0.0
2023-03-01 11:10:00,97.24740516206124,0.0
2023-03-01 11:20:00,77.04617464240353,0.0
2023-03-01 11:30:00,100.095814503282,0.0
