timestamp,sensor0,anomaly
2023-03-01 00:00:00,73.57541357415423,0.0
2023-03-01 00:10:00,91.3255055119725,0.0
2023-03-01 00:20:00,83.89722980743888,0.0
2023-03-01 00:30:00,81.14746705742459,0.0
2023-03-01 00:40:00,87.18367431793601,0.0
2023-03-01 00:50:00,88.66149318850246,0.0
2023-03-01 01:00:00,78.91232944708254,0.0
2023-03-01 01:10:00,69.35154775492435,0.0
2023-03-01 01:20:00,70.54182268635637,0.0
2023-03-01 01:30:00,83.68720937642082,0.0
2023-03-01 01:40:00,89.17039029136338,0.0
2023-03-01 01:50:00,91.24899041710847,0.0
2023-03-01 02:00:00,74.69557173625664,0.0
2023-03-01 02:10:00,75.32795079866929,0.0
2023-03-01 02:20:00,84.13518785579356,0.0
2023-03-01 02:30:00,84.01559295310943,0.0
2023-03-01 02:40:00,72.68638540847958,0.0
2023-03-01 02:50:00,67.81276591243663,0.0
2023-03-01 03:00:00,71.18979404404142,0.0
2023-03-01 03:10:00,83.14457101112832,0.0
2023-03-01 03:20:00,94.97330828408722,0.0
2023-03-01 03:30:00,77.45426844286241,0.0
2023-03-01 03:40:00,78.13358366072373,0.0
2023-03-01 03:50:00,85.89365395087557,0.0
2023-03-01 04:00:00,81.12350287896966,0.0
2023-03-01 04:10:00,79.51399468237008,0.0
2023-03-01 04:20:00,81.29225045219974,0.0
2023-03-01 04:30:00,78.62547294885043,0.0
2023-03-01 04:40:00,78.11280827077624,0.0
2023-03-01 04:50:00,74.56134689948281,0.0
2023-03-01 05:00:00,79.5573268042222,0.0
2023-03-01 05:10:00,79.14840434666388,0.0
2023-03-01 05:20:00,81.24566898009961,0.0
2023-03-01 05:30:00,79.96567993809013,0.0
2023-03-01 05:40:00,79.76437543132371,0.0
2023-03-01 05:50:00,78.07079848804078,0.0
2023-03-01 06:00:00,88.22487118666865,0.0
2023-03-01 06:10:00,87.51075643394756,0.0
2023-03-01 06:20:00,91.39492323544381,0.0
2023-03-01 06:30:00,87.76013548429998,0.0
2023-03-01 06:40:00,70.35813104682876,0.0
